rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_disc,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumblend,st_bmvj,st_bmvjerr,st_bmvjlim,st_bmvjblend
51,BD-08 2823,c,Radial Velocity,2,237.60000000,1.50000000,-1.50000000,0,0.680000,0.020000,-0.020000,0,0.190000,0.090000,-0.090000,0,,,,,0.33000,0.03000,-0.03000,0,Msini,,,,,,,,,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.516680,42.09,2.67,-3.06,0,9.880,0.043,0,0,V (Johnson),4746.00,63.00,-63.00,0,0,0.74,0.07,-0.07,0,0,,,,,,2014-05-14,,,,,2009,5.30,K3 V,,0,0,,,,,,0.999,0.085,0,0
52,BD-10 3166,b,Radial Velocity,1,3.48777000,0.00011000,-0.00011000,0,0.045200,0.002600,-0.002600,0,0.019000,0.023000,-0.023000,0,,,,,0.45800,0.03900,-0.03900,0,Msini,,,,,,,,,0,0,0,10h58m28.80s,164.620003,-10d46m13.4s,-10.770376,80.00,10.00,-10.00,0,10.080,,0,0,V (Johnson),5393.00,,,0,0,1.01,,,,0,,,,,,2014-08-27,,,,,2000,5.00,K0 V,,0,0,,,,,,0.840,,,0
53,BD-11 4672,b,Radial Velocity,1,1667.00000000,33.00000000,-31.00000000,0,2.280000,0.070000,-0.070000,0,0.050000,0.060000,-0.040000,0,,,,,0.53000,0.05000,-0.05000,0,Msini,,,,,,,,,0,0,0,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.30,,,0,9.990,,0,0,V (Johnson),4475.00,100.00,-100.00,0,0,0.57,0.01,-0.01,0,0,0.52,0.02,-0.02,0,0,2015-01-08,,,,,2014,5.70,K7 V,,0,0,,,,,0,1.220,,0,0
54,BD-13 2130,b,Radial Velocity,1,714.30000000,5.30000000,-5.30000000,0,2.100000,,,0,0.210000,0.070000,-0.070000,0,,,,,10.60000,,,0,Msini,,,,,,,,,0,0,0,07h37m09.23s,114.288458,-13d54m23.9s,-13.906639,766.00,,,0,9.450,,0,0,V (Johnson),,,,,0,2.40,0.20,-0.20,0,0,,,,,0,2015-05-14,,,,,2007,4.50,G5 IV/V,,0,0,,,,,0,1.214,0.022,,0
55,BD-17 63,b,Radial Velocity,1,655.60000000,0.60000000,-0.60000000,0,1.340000,0.020000,-0.020000,0,0.540000,0.005000,-0.005000,0,,,,,5.10000,0.12000,-0.12000,0,Msini,,,,,,,,,0,0,0,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345,37.54,1.87,-2.08,0,9.566,0.024,0,0,V (Johnson),4714.00,93.00,-93.00,0,0,0.74,0.03,-0.03,0,0,0.69,,,0,0,2014-05-14,,,,,2008,5.50,K5 V,,0,0,-0.678,0.040,-0.043,0,0,1.165,0.051,0,0
56,CFBDSIR J145829+101343,b,Imaging,1,10037.50000000,2737.50000000,-2737.50000000,0,2.600000,0.300000,-0.300000,0,,,,,,,,,10.50000,4.50000,-4.50000,0,Mass,,,,,,,,,0,0,1,14h58m29.00s,224.620833,+10d13m43.0s,10.228611,23.10,2.40,-2.40,0,,,,,,580.50,24.50,-24.50,0,0,0.02,0.01,-0.01,0,0,,,,,,2014-05-14,10.50000,4.50000,-4.50000,0,2011,,,,,,,,,,,,,,
57,CHXR 73,b,Imaging,1,,,,,210.000000,,,0,,,,,,,,,12.56900,8.37900,-5.23700,0,Mass,,,,,,,,,0,0,0,11h06m28.77s,166.619893,-77d37m33.2s,-77.625877,,,,,,,,,,,,,,,0.35,,,0,0,,,,,,2014-05-14,12.56900,8.37900,-5.23700,0,2006,6.35,M3.5,,0,0,,,,,,,,,
58,CT Cha,b,Imaging,1,,,,,440.000000,,,0,,,,,,,,,17.00000,6.00000,-6.00000,0,Mass,2.200,0.810,-0.600,0,,,,,0,0,0,11h04m09.09s,166.037877,-76d27m19.4s,-76.455383,165.00,30.00,-30.00,0,,,,,,,,,,,,,,,,,,,,,2014-05-14,17.00000,6.00000,-6.00000,0,2007,,,,,,,,,,,,,,
59,CoRoT-1,b,Transit,1,1.50895570,0.00000640,-0.00000640,0,,,,,0.000000,,,0,85.100,0.500,-0.500,0,1.03000,0.12000,-0.12000,0,Mass,1.490,0.080,-0.080,0,0.38000,0.05000,-0.05000,0,0,0,0,06h48m19.17s,102.079885,-03d06m07.7s,-3.102147,,,,,13.600,,0,0,V (Johnson),5950.00,150.00,-150.00,0,0,0.95,0.15,-0.15,0,0,1.11,0.05,-0.05,0,0,2014-05-14,1.03000,0.12000,-0.12000,0,2008,4.00,G0 V,,0,0,,,,,,,,,
60,CoRoT-10,b,Transit,1,13.24060000,0.00020000,-0.00020000,0,0.105500,0.002100,-0.002100,0,0.530000,0.040000,-0.040000,0,88.550,0.200,-0.200,0,2.75000,0.16000,-0.16000,0,Mass,0.970,0.070,-0.070,0,3.70000,0.83000,-0.83000,0,0,0,0,19h24m15.29s,291.063708,+00d44m46.1s,0.746143,345.00,70.00,-70.00,0,15.220,0.050,0,0,V (Johnson),5075.00,75.00,-75.00,0,0,0.89,0.05,-0.05,0,0,0.79,0.05,-0.05,0,0,2014-05-14,2.75000,0.16000,-0.16000,0,2010,5.10,K1 V,,0,0,,,,,,,,,
61,CoRoT-11,b,Transit,1,2.99433000,0.00001100,-0.00001100,0,0.043600,0.005000,-0.005000,0,0.000000,,,0,83.170,0.150,-0.150,0,2.33000,0.34000,-0.34000,0,Mass,1.430,0.030,-0.030,0,0.99000,0.15000,-0.15000,0,0,0,0,18h42m44.94s,280.687263,+05d56m15.7s,5.937688,560.00,30.00,-30.00,0,,,,,,6440.00,120.00,-120.00,0,0,1.27,0.05,-0.05,0,0,1.37,0.03,-0.03,0,0,2014-05-14,2.33000,0.34000,-0.34000,0,2010,3.60,F6 V,,0,0,,,,,,,,,
62,CoRoT-12,b,Transit,1,2.82804200,0.00001300,-0.00001300,0,0.040160,0.000930,-0.000920,0,0.070000,0.063000,-0.042000,0,85.480,0.720,-0.770,0,0.91700,0.07000,-0.06500,0,Mass,1.440,0.130,-0.130,0,0.41100,0.12900,-0.09400,0,0,0,0,06h43m03.76s,100.765677,-01d17m47.2s,-1.296439,1150.00,85.00,-85.00,0,15.515,0.052,0,0,V (Johnson),5675.00,80.00,-80.00,0,0,1.08,0.08,-0.07,0,0,1.12,0.10,-0.09,0,0,2014-05-14,0.91700,0.07000,-0.06500,0,2010,,,,,,,,,,,,,,
63,CoRoT-13,b,Transit,1,4.03519000,0.00003000,-0.00003000,0,0.051000,0.003100,-0.003100,0,0.000000,,,0,88.020,0.340,-0.360,0,1.30800,0.06600,-0.06600,0,Mass,0.885,0.014,-0.014,0,2.34000,0.23000,-0.23000,0,0,0,0,06h50m53.07s,102.721137,-05d05m11.2s,-5.086445,1060.00,100.00,-100.00,0,15.039,0.041,0,0,V (Johnson),5945.00,90.00,-90.00,0,0,1.09,0.02,-0.02,0,0,1.01,0.03,-0.03,0,0,2014-05-14,1.30800,0.06600,-0.06600,0,2010,4.00,G0 V,,0,0,,,,,,,,,
64,CoRoT-14,b,Transit,1,1.51214000,0.00013000,-0.00013000,0,0.027000,0.002000,-0.002000,0,0.000000,,,0,79.600,0.800,-0.800,0,7.60000,0.60000,-0.60000,0,Mass,1.090,0.070,-0.070,0,7.30000,1.50000,-1.50000,0,0,0,0,06h53m41.81s,103.424211,-05d32m09.7s,-5.536037,1340.00,110.00,-110.00,0,16.033,0.070,0,0,V (Johnson),6035.00,100.00,-100.00,0,0,1.13,0.09,-0.09,0,0,1.21,0.08,-0.08,0,0,2014-05-14,7.60000,0.60000,-0.60000,0,2010,3.90,F9 V,,0,0,,,,,,,,,
65,CoRoT-16,b,Transit,1,5.35227000,0.00020000,-0.00020000,0,0.061800,0.001500,-0.001500,0,0.330000,0.090000,-0.100000,0,85.010,0.940,-1.200,0,0.53500,0.08500,-0.08300,0,Mass,1.170,0.160,-0.140,0,0.44000,0.21000,-0.14000,0,0,0,0,18h34m05.93s,278.524691,-06d00m09.3s,-6.002595,840.00,90.00,-90.00,0,15.630,,0,0,V (Johnson),5650.00,100.00,-100.00,0,0,1.10,0.08,-0.08,0,0,1.19,0.14,-0.13,0,0,2014-05-14,0.53500,0.08500,-0.08300,0,2011,4.50,G5 V,,0,0,,,,,,,,,
66,CoRoT-17,b,Transit,1,3.76810000,0.00030000,-0.00030000,0,0.046100,0.000800,-0.000800,0,0.000000,,,0,88.340,1.540,-1.540,0,2.43000,0.30000,-0.30000,0,Mass,1.020,0.070,-0.070,0,2.82000,0.38000,-0.38000,0,0,0,0,18h34m47.82s,278.699254,-06d36m44.0s,-6.612234,920.00,50.00,-50.00,0,15.460,,0,0,V (Johnson),5740.00,80.00,-80.00,0,0,1.04,0.10,-0.10,0,0,1.59,0.07,-0.07,0,0,2014-05-14,2.43000,0.30000,-0.30000,0,2011,4.20,G2 V,,0,0,,,,,,,,,
67,CoRoT-18,b,Transit,1,1.90006930,0.00000280,-0.00000280,0,0.029500,0.001600,-0.001600,0,0.080000,,,1,86.500,1.400,-0.900,0,3.47000,0.38000,-0.38000,0,Mass,1.310,0.180,-0.180,0,2.20000,0.80000,-0.80000,0,0,0,0,06h32m41.38s,98.172410,-00d01m53.7s,-0.031586,870.00,90.00,-90.00,0,15.000,0.100,0,0,V (Johnson),5440.00,100.00,-100.00,0,0,0.95,0.15,-0.15,0,0,1.00,0.13,-0.13,0,0,2014-05-14,3.47000,0.38000,-0.38000,0,2011,4.90,G9 V,,0,0,,,,,,,,,
68,CoRoT-19,b,Transit,1,3.89713000,0.00002000,-0.00002000,0,0.051800,0.000800,-0.000800,0,0.047000,0.045000,-0.045000,0,88.000,0.700,-0.700,0,1.11000,0.06000,-0.06000,0,Mass,1.290,0.030,-0.030,0,0.71000,0.06000,-0.06000,0,0,0,0,06h28m08.06s,97.033582,-00d10m14.5s,-0.170681,770.00,160.00,-160.00,0,14.007,,0,0,V (Johnson),6090.00,70.00,-70.00,0,0,1.21,0.05,-0.05,0,0,1.65,0.04,-0.04,0,0,2014-05-14,1.11000,0.06000,-0.06000,0,2011,3.90,F9 V,,0,0,0.544,0.024,-0.026,0,0,,,,
69,CoRoT-2,b,Transit,1,1.74299350,0.00000100,-0.00000100,0,0.027980,0.000760,-0.000800,0,0.014300,0.007700,-0.007600,0,88.080,0.180,-0.160,0,3.47000,0.22000,-0.22000,0,Mass,1.466,0.042,-0.044,0,1.47000,0.08000,-0.07400,0,0,0,0,19h27m06.49s,291.777056,+01d23m01.4s,1.383714,200.00,,,0,12.570,,0,0,V (Johnson),5625.00,120.00,-120.00,0,0,0.96,0.08,-0.08,0,0,0.91,0.03,-0.03,0,0,2014-05-14,3.47000,0.22000,-0.22000,0,2008,,,,,,,,,,,,,,
70,CoRoT-20,b,Transit,1,9.24285000,0.00030000,-0.00030000,0,0.090200,0.002100,-0.002100,0,0.562000,0.013000,-0.013000,0,88.210,0.530,-0.530,0,4.24000,0.23000,-0.23000,0,Mass,0.840,0.040,-0.040,0,8.87000,1.10000,-1.10000,0,0,0,0,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,1230.00,120.00,-120.00,0,14.660,,0,0,V (Johnson),5880.00,90.00,-90.00,0,0,1.14,0.08,-0.08,0,0,1.02,0.05,-0.05,0,0,2014-05-14,4.24000,0.23000,-0.23000,0,2011,4.20,G2 V,,0,0,,,,,,,,,
71,CoRoT-22,b,Transit,1,9.75598000,0.00011000,-0.00011000,0,0.092000,0.001400,-0.001400,0,0.077000,0.300000,-0.042000,0,89.749,0.032,-0.900,0,0.03800,0.04400,-0.02800,0,Mass,0.435,0.015,-0.035,0,0.24900,1.00000,-0.09700,0,0,0,0,18h42m40.11s,280.667115,+06d13m08.9s,6.219136,592.00,25.00,-42.00,0,13.944,0.083,0,0,V (Johnson),5939.00,54.00,-120.00,0,0,1.10,0.05,-0.05,0,0,1.14,0.04,-0.09,0,0,2014-08-21,0.03800,0.04400,-0.02800,0,2014,4.30,G3 V,,0,0,,,,,0,0.796,0.093,0,0
72,CoRoT-23,b,Transit,1,3.63130000,0.00010000,-0.00010000,0,0.048000,0.004000,-0.004000,0,0.160000,0.020000,-0.020000,0,85.700,2.600,-1.500,0,2.80000,0.30000,-0.30000,0,Mass,1.050,0.130,-0.130,0,3.00000,1.10000,-1.10000,0,0,0,0,18h39m07.83s,279.782615,+04d21m28.1s,4.357806,600.00,50.00,-50.00,0,15.630,0.070,0,0,V (Johnson),5900.00,100.00,-100.00,0,0,1.14,0.08,-0.08,0,0,1.61,0.18,-0.18,0,0,2014-05-14,2.80000,0.30000,-0.30000,0,2011,4.00,G0 V,,0,0,,,,,,,,,
73,CoRoT-24,b,Transit,2,5.11340000,0.00060000,-0.00060000,0,0.056000,0.002000,-0.002000,0,0.000000,,,0,86.500,2.000,-2.000,0,0.01800,,,1,Mass,0.330,0.040,-0.040,0,0.90000,,,1,0,0,0,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600.00,70.00,-70.00,0,,,,,,4950.00,150.00,-150.00,0,0,0.91,0.09,-0.09,0,0,0.86,0.09,-0.09,0,0,2014-06-11,0.01800,,,1,2014,5.10,K1 V,,0,0,,,,,0,,,,
74,CoRoT-24,c,Transit,2,11.75900000,0.00630000,-0.00630000,0,0.098000,0.003000,-0.003000,0,0.000000,,,0,89.000,1.000,-1.600,0,0.08800,0.03500,-0.03500,0,Mass,0.440,0.040,-0.040,0,1.30000,0.50000,-0.40000,0,0,0,0,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,600.00,70.00,-70.00,0,,,,,,4950.00,150.00,-150.00,0,0,0.91,0.09,-0.09,0,0,0.86,0.09,-0.09,0,0,2014-06-11,0.08800,0.03500,-0.03500,0,2014,5.10,K1 V,,0,0,,,,,0,,,,
75,CoRoT-25,b,Transit,1,4.86069000,0.00006000,-0.00006000,0,0.057800,0.002000,-0.000900,0,0.000000,,,0,84.500,0.800,-0.300,0,0.27000,0.04000,-0.04000,0,Mass,1.080,0.300,-0.100,0,0.15000,0.15000,-0.06000,0,0,0,0,18h42m31.12s,280.629662,+06d30m49.8s,6.513829,1000.00,85.00,-25.00,0,,,,,,6040.00,90.00,-90.00,0,0,1.09,0.11,-0.05,0,0,1.19,0.14,-0.03,0,0,2014-05-14,0.27000,0.04000,-0.04000,0,2013,3.90,F9,,0,0,,,,,,,,,
76,CoRoT-26,b,Transit,1,4.20474000,0.00005000,-0.00005000,0,0.052600,0.001000,-0.001000,0,0.000000,,,0,86.800,2.200,-1.000,0,0.52000,0.05000,-0.05000,0,Mass,1.260,0.130,-0.070,0,0.28000,0.09000,-0.07000,0,0,0,0,18h39m00.12s,279.750514,+06d58m11.2s,6.969787,1670.00,205.00,-110.00,0,,,,,,5590.00,100.00,-100.00,0,0,1.09,0.06,-0.06,0,0,1.79,0.18,-0.09,0,0,2014-05-14,0.52000,0.05000,-0.05000,0,2013,4.50,G5,,0,0,,,,,,,,,
77,CoRoT-27,b,Transit,1,3.57532000,0.00006000,-0.00006000,0,0.047600,0.006600,-0.006600,0,0.065000,,,1,86.700,1.200,-0.870,0,10.39000,0.55000,-0.55000,0,Mass,1.007,0.044,-0.044,0,12.60000,1.92000,-1.67000,0,0,0,0,18h33m59.00s,278.495813,+05d32m18.5s,5.538462,,,,,15.540,,0,0,V (Johnson),5900.00,120.00,-120.00,0,0,1.05,0.11,-0.11,0,0,1.08,0.18,-0.06,0,0,2014-05-14,10.39000,0.55000,-0.55000,0,2014,4.20,G2,,0,0,,,,,,,,,
78,CoRoT-28,b,Transit,1,5.20851000,0.00038000,-0.00038000,0,0.060300,0.005000,-0.005000,0,0.047000,0.055000,-0.038000,0,88.100,0.800,-0.800,0,0.48400,0.08700,-0.08700,0,Mass,0.955,0.066,-0.066,0,0.69000,0.27000,-0.27000,0,0,0,0,18h34m45.20s,278.688338,+05d34m25.4s,5.573730,560.00,70.00,-70.00,0,,,,,,5150.00,100.00,-100.00,0,0,1.01,0.14,-0.14,0,0,1.78,0.11,-0.11,0,0,2015-04-16,0.48400,0.08700,-0.08700,0,2015,4.85,G8/9 IV,,0,0,,,,,0,,,,
79,CoRoT-29,b,Transit,1,2.85057000,0.00000600,-0.00000600,0,0.038600,0.005900,-0.005900,0,0.082000,0.081000,-0.081000,0,87.300,2.700,-2.700,0,0.85000,0.20000,-0.20000,0,Mass,0.900,0.160,-0.160,0,1.45000,0.74000,-0.74000,0,0,0,0,18h35m36.50s,278.902103,+06d28m46.7s,6.479651,765.00,50.00,-50.00,0,,,,,,5260.00,100.00,-100.00,0,0,0.97,0.14,-0.14,0,0,0.90,0.12,-0.12,0,0,2015-04-16,0.85000,0.20000,-0.20000,0,2015,5.00,K0 V,,0,0,,,,,0,,,,
80,CoRoT-3,b,Transit,1,4.25680000,0.00000500,-0.00000500,0,,,,,0.000000,,,0,85.900,0.800,-0.800,0,21.66000,1.00000,-1.00000,0,Mass,1.010,0.070,-0.070,0,26.40000,5.60000,-5.60000,0,0,0,0,19h28m13.26s,292.055263,+00d07m18.6s,0.121820,680.00,160.00,-160.00,0,,,,,,6740.00,140.00,-140.00,0,0,1.37,0.09,-0.09,0,0,1.56,0.09,-0.09,0,0,2014-05-14,21.66000,1.00000,-1.00000,0,2008,3.30,F3 V,,0,0,,,,,,,,,
81,CoRoT-4,b,Transit,1,9.20205000,0.00037000,-0.00037000,0,0.090000,0.001000,-0.001000,0,0.000000,0.100000,-0.100000,0,90.000,0.000,-0.085,0,0.72000,0.08000,-0.08000,0,Mass,1.190,0.060,-0.050,0,0.52500,0.15000,-0.15000,0,0,0,0,06h48m46.72s,102.194663,-00d40m22.0s,-0.672774,,,,,,,,,,6190.00,60.00,-60.00,0,0,1.16,0.03,-0.02,0,0,1.17,0.01,-0.03,0,0,2014-05-14,0.72000,0.08000,-0.08000,0,2008,,,,,,,,,,,,,,
82,CoRoT-5,b,Transit,1,4.03789620,0.00000190,-0.00000190,0,0.049470,0.000260,-0.000290,0,0.090000,0.090000,-0.040000,0,85.830,0.990,-1.380,0,0.46700,0.04700,-0.02400,0,Mass,1.388,0.046,-0.047,0,0.21700,0.03100,-0.02500,0,0,0,0,06h45m06.54s,101.277254,+00d48m54.9s,0.815239,,,,,,,,,,6100.00,65.00,-65.00,0,0,1.00,0.02,-0.02,0,0,1.19,0.04,-0.04,0,0,2014-05-14,0.46700,0.04700,-0.02400,0,2009,3.90,F9 V,,0,0,,,,,,,,,
83,CoRoT-6,b,Transit,1,8.88659300,0.00000400,-0.00000400,0,0.085500,0.001500,-0.001500,0,0.100000,,,1,89.070,0.300,-0.300,0,2.96000,0.34000,-0.34000,0,Mass,1.166,0.035,-0.035,0,2.32000,0.31000,-0.31000,0,0,0,0,18h44m17.41s,281.072525,+06d39m47.5s,6.663194,,,,,13.912,0.021,0,0,V (Johnson),6090.00,70.00,-70.00,0,0,1.05,0.05,-0.05,0,0,1.02,0.03,-0.03,0,0,2014-05-14,2.96000,0.34000,-0.34000,0,2009,3.90,F9 V,,0,0,,,,,,,,,
84,CoRoT-7,b,Transit,2,0.85359159,0.00000057,-0.00000057,0,0.017016,0.000170,-0.000036,0,0.000000,,,0,80.780,0.510,-0.230,0,0.01800,0.00300,-0.00300,0,Mass,0.141,0.006,-0.006,0,7.50000,1.40000,-1.40000,0,0,0,0,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,153.70,4.50,-4.50,0,11.668,0.008,0,0,V (Johnson),5259.00,58.00,-58.00,0,0,0.91,0.02,-0.02,0,0,0.82,0.02,-0.02,0,0,2015-03-05,0.01800,0.00300,-0.00300,0,2009,4.90,G9 V,,0,0,,,,,0,,,,
85,CoRoT-7,c,Radial Velocity,2,3.69800000,0.00300000,-0.00300000,0,0.046000,,,0,0.000000,,,0,80.000,,,0,0.02643,0.00283,-0.00283,0,Mass,,,,,,,,,0,0,0,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,153.70,4.50,-4.50,0,11.668,0.008,0,0,V (Johnson),5259.00,58.00,-58.00,0,0,0.91,0.02,-0.02,0,0,0.82,0.02,-0.02,0,0,2015-09-10,0.02643,0.00283,-0.00283,0,2009,4.90,G9 V,,0,0,,,,,0,,,,
86,CoRoT-8,b,Transit,1,6.21229000,0.00003000,-0.00003000,0,0.063000,0.001000,-0.001000,0,0.000000,,,0,88.400,0.100,-0.100,0,0.22000,0.03000,-0.03000,0,Mass,0.570,0.020,-0.020,0,1.60000,0.10000,-0.10000,0,0,0,0,19h26m21.24s,291.588518,+01d25m35.2s,1.426452,380.00,30.00,-30.00,0,14.800,,0,0,V (Johnson),5080.00,80.00,-80.00,0,0,0.88,0.04,-0.04,0,0,0.77,0.02,-0.02,0,0,2014-05-14,0.22000,0.03000,-0.03000,0,2010,5.10,K1 V,,0,0,,,,,,,,,
87,CoRoT-9,b,Transit,1,95.27380000,0.00140000,-0.00140000,0,0.407000,0.005000,-0.005000,0,0.110000,0.040000,-0.040000,0,89.990,0.010,-0.040,0,0.84000,0.07000,-0.07000,0,Mass,1.050,0.040,-0.040,0,0.90000,0.13000,-0.13000,0,0,0,0,18h43m08.81s,280.786712,+06d12m15.0s,6.204172,460.00,,,0,13.690,,0,0,V (Johnson),5625.00,80.00,-80.00,0,0,0.99,0.04,-0.04,0,0,0.94,0.04,-0.04,0,0,2014-05-14,0.84000,0.07000,-0.07000,0,2009,4.30,G3 V,,0,0,,,,,,,,,
88,DENIS-P J082303.1-491201,b,Astrometry,1,246.36000000,1.38000000,-1.35000000,0,0.360000,0.010000,-0.010000,0,0.345000,0.068000,-0.064000,0,56.600,1.900,-2.100,0,28.50000,1.90000,-1.90000,0,Mass,,,,,,,,,0,0,0,08h23m03.13s,125.763050,-49d12m01.3s,-49.200359,20.77,0.08,-0.08,0,,,,,,,,,,,0.07,0.01,-0.01,0,0,,,,,,2014-05-14,28.50000,1.90000,-1.90000,0,2013,7.15,L1.5,,0,0,,,,,,,,,
89,DH Tau,b,Imaging,1,,,,,330.000000,,,0,,,,,,,,,11.00000,10.00000,-3.00000,0,Mass,,,,,,,,,0,0,0,04h29m41.56s,67.423158,+26d32m58.3s,26.549520,140.00,15.00,-15.00,0,,,,,,,,,,,0.33,,,0,0,0.27,0.07,-0.07,0,0,2014-05-14,11.00000,10.00000,-3.00000,0,2004,6.05,M0.5,,0,0,,,,,,,,,
90,DP Leo,b,Eclipse Timing Variations,1,10220.00000000,730.00000000,-730.00000000,0,8.190000,0.390000,-0.390000,0,0.390000,0.130000,-0.130000,0,,,,,6.05000,0.47000,-0.58000,0,Msini,,,,,,,,,0,0,0,11h17m16.00s,169.316667,+17d57m41.1s,17.961417,,,,,,,,,,,,,,,0.69,,,0,0,,,,,,2014-05-14,,,,,2009,,,,,,,,,,,,,,
91,FU Tau,b,Imaging,1,,,,,800.000000,,,0,,,,,,,,,15.71100,,,0,Mass,,,,,,,,,0,0,0,04h23m35.74s,65.898908,+25d02m59.6s,25.049898,,,,,,,,,,,,,,,,,,,,,,,,,2014-05-14,15.71100,,,0,2008,,,,,,,,,,,,,,
92,Fomalhaut,b,Imaging,1,318280.00000000,,,0,115.000000,,,0,0.130000,,,-1,,,,,2.60000,0.90000,-0.90000,0,Mass,1.200,,,0,,,,,0,0,0,22h57m39.05s,344.412689,-29d37m20.1s,-29.622236,7.69,0.05,-0.05,0,1.160,,0,0,V (Johnson),,,,,,2.00,,,0,0,,,,,,2014-05-14,2.60000,0.90000,-0.90000,0,2008,2.30,A3 V,,0,0,,,,,,0.090,,0,0
93,GJ 1214,b,Transit,1,1.58040482,0.00000024,-0.00000024,0,,,,,,,,,90.000,0.000,-1.500,0,0.02000,0.00300,-0.00300,0,Mass,0.203,0.007,-0.007,0,3.03000,0.50000,-0.50000,0,0,0,1,17h15m18.92s,258.828837,+04d57m50.1s,4.963920,,,,,15.100,0.600,0,0,V (Johnson),3170.00,23.00,-23.00,0,0,0.16,0.01,-0.01,0,0,0.18,0.01,-0.01,0,0,2014-10-29,0.02000,0.00300,-0.00300,0,2009,6.45,M4.5,,0,0,,,,,,,,,
94,GJ 15 A,b,Radial Velocity,1,11.44330000,0.00160000,-0.00160000,0,0.071700,0.003400,-0.003400,0,0.000000,,,0,,,,,0.01700,0.00200,-0.00200,0,Msini,,,,,,,,,0,0,0,00h18m22.89s,4.595356,+44d01m22.6s,44.022953,3.57,0.01,-0.01,0,8.080,,0,0,V (Johnson),3567.00,11.00,-11.00,0,0,0.38,0.06,-0.06,0,0,0.39,0.00,0.00,0,0,2014-09-18,,,,,2014,6.20,M2 V,,0,0,-1.663,0.004,-0.004,0,0,1.480,0.030,0,0
95,GJ 163,b,Radial Velocity,3,8.63100000,0.00100000,-0.00100000,0,0.061000,,,0,0.110000,0.040000,-0.040000,0,,,,,0.03500,,,0,Msini,,,,,,,,,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,14.97,0.44,-0.46,0,11.810,0.014,0,0,V (Johnson),3500.00,100.00,-100.00,0,0,0.40,0.02,-0.02,0,0,,,,,,2014-05-14,,,,,2013,6.35,M3.5 V,,0,0,-1.708,0.022,-0.023,0,0,1.480,0.044,0,0
96,GJ 163,c,Radial Velocity,3,25.60000000,0.02000000,-0.02000000,0,0.130000,,,0,0.080000,0.080000,-0.080000,0,,,,,0.02400,,,0,Msini,,,,,,,,,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,14.97,0.44,-0.46,0,11.810,0.014,0,0,V (Johnson),3500.00,100.00,-100.00,0,0,0.40,0.02,-0.02,0,0,,,,,,2014-05-14,,,,,2013,6.35,M3.5 V,,0,0,-1.708,0.022,-0.023,0,0,1.480,0.044,0,0
97,GJ 163,d,Radial Velocity,3,603.00000000,12.00000000,-12.00000000,0,1.000000,,,0,0.410000,0.070000,-0.070000,0,,,,,0.07900,,,0,Msini,,,,,,,,,0,0,0,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,14.97,0.44,-0.46,0,11.810,0.014,0,0,V (Johnson),3500.00,100.00,-100.00,0,0,0.40,0.02,-0.02,0,0,,,,,,2014-05-14,,,,,2013,6.35,M3.5 V,,0,0,-1.708,0.022,-0.023,0,0,1.480,0.044,0,0
98,GJ 179,b,Radial Velocity,1,2288.00000000,59.00000000,-59.00000000,0,2.410000,0.040000,-0.040000,0,0.210000,0.080000,-0.080000,0,,,,,0.82000,0.07000,-0.07000,0,Msini,,,,,,,,,0,0,0,04h52m05.73s,73.023865,+06d28m35.5s,6.476539,12.12,0.56,-0.62,0,12.000,0.025,0,0,V (Johnson),3370.00,100.00,-100.00,0,0,0.36,0.03,-0.03,0,0,0.38,0.02,-0.02,0,0,2014-05-14,,,,,2009,6.35,M3.5 V,,0,0,-1.796,0.051,-0.058,0,0,1.520,0.044,0,0
